Pos,球員,排名,勝率,直板勝率,橫板勝率,右手勝率,左手勝率,男子勝率,女子勝率,穩定率,爆發率,平面勝率,短顆勝率,中顆勝率,長顆勝率,NT勝率
1421,吳振齊,1434,50.00,50.00,50.00,50.00,50.00,55.56,0.00,50.00,55.56,33.33,-,-,0.00,-
1422,陳品華,1435,66.67,80.00,64.71,72.97,20.00,60.61,88.89,73.08,47.06,50.00,100.00,100.00,80.00,100.00
1423,許廷佑,1436,44.12,20.00,46.77,48.33,12.50,44.83,40.00,72.73,34.00,48.33,50.00,33.33,33.33,0.00
1424,孫嘉瑋,1437,60.00,58.33,60.32,59.15,75.00,55.88,100.00,70.00,46.15,50.00,75.00,-,71.43,0.00
1425,黃奕翔,1438,66.67,100.00,63.64,60.00,100.00,70.00,50.00,66.67,-,80.00,0.00,100.00,50.00,100.00
1426,黃晴婉,1439,12.50,-,13.33,7.69,33.33,0.00,16.67,12.50,50.00,38.46,0.00,0.00,0.00,0.00
1427,楊子寬,1440,100.00,-,100.00,100.00,-,100.00,-,-,100.00,100.00,-,-,-,-
1428,李弦儒,1441,80.00,-,80.00,79.17,100.00,76.19,100.00,87.50,60.00,70.00,100.00,-,60.00,-
1429,林定珏,1442,61.54,66.67,60.00,72.73,0.00,77.78,25.00,60.00,83.33,66.67,0.00,100.00,0.00,-
1430,吳禮謙,1443,33.33,-,37.50,37.50,0.00,37.50,0.00,40.00,50.00,37.50,-,-,-,0.00
1431,何恕帆,1444,83.33,100.00,75.00,83.33,-,100.00,0.00,100.00,75.00,75.00,100.00,-,-,100.00
1432,犬犬,1445,52.99,42.55,55.07,52.23,61.11,50.43,69.70,80.15,25.76,50.00,60.00,100.00,50.00,100.00
1433,周書民,1446,35.44,23.08,39.34,32.86,66.67,33.33,46.15,56.52,3.33,57.69,0.00,0.00,-,-
1434,劉舒莉,1447,35.29,100.00,31.25,37.50,0.00,28.57,40.00,31.25,-,43.75,0.00,50.00,0.00,-
1435,蔣銘堅,1448,25.53,20.83,30.00,27.91,0.00,27.91,0.00,61.90,16.90,0.00,100.00,-,-,-
1436,廖苡彤,1449,65.28,87.50,62.50,65.67,60.00,66.67,61.90,66.67,60.98,51.22,62.50,50.00,50.00,-
1437,黃愛甯,1450,39.22,50.00,38.54,39.36,37.50,38.24,41.18,51.06,31.15,49.48,36.36,50.00,60.00,-
1438,邱瀞瑩,1451,51.28,37.50,52.86,52.05,40.00,55.00,38.89,56.00,50.00,48.00,66.67,0.00,20.00,50.00
1439,陳致浩,1452,75.00,100.00,66.67,72.73,-,77.78,50.00,80.00,0.00,75.00,0.00,-,-,-
1440,王笙,1453,20.00,0.00,26.67,22.22,0.00,16.67,50.00,0.00,26.67,25.00,-,-,-,-
1441,林品喆,1454,50.00,33.33,51.35,48.65,66.67,53.13,37.50,58.06,30.77,54.55,100.00,33.33,66.67,0.00
1442,韓育宸,1455,52.78,50.00,53.73,55.38,28.57,53.45,50.00,100.00,52.11,52.83,55.56,66.67,55.56,-
1443,張睿儀,1456,86.67,50.00,92.59,86.21,100.00,90.91,84.21,91.67,84.00,80.00,100.00,100.00,60.00,0.00
1444,陳品齊,1457,51.85,0.00,56.00,45.83,100.00,54.17,33.33,75.00,45.45,52.38,100.00,-,60.00,0.00
1445,黃品祐,1458,20.00,-,20.00,25.00,0.00,0.00,100.00,20.00,-,20.00,-,-,-,-
1446,簡維宣,1459,64.71,0.00,66.67,62.50,100.00,75.00,61.54,75.00,53.85,54.55,100.00,100.00,100.00,0.00
1447,許祐榕,1460,61.32,62.07,62.02,62.91,50.00,64.10,50.00,70.77,24.49,53.23,57.14,40.00,61.11,-
1448,陳郁森,1461,63.88,71.43,62.74,62.13,81.48,65.31,57.41,68.00,13.64,50.61,55.00,33.33,44.83,85.71
1449,謝淑貞,1462,60.00,66.67,58.33,72.00,0.00,54.17,83.33,71.43,61.90,57.14,100.00,100.00,0.00,-
1450,李承澔,1463,24.14,0.00,21.74,24.14,-,17.65,33.33,25.00,26.32,40.74,66.67,-,50.00,33.33
1451,陳治軍,1464,40.19,61.54,37.50,40.00,50.00,36.47,62.50,72.97,21.88,33.33,0.00,-,33.33,-
1452,楊昕叡,1465,56.99,87.50,54.12,59.04,40.00,61.04,37.50,66.67,56.67,48.48,57.14,0.00,71.43,-
1453,潘楷文,1466,39.13,46.15,36.54,37.93,33.33,34.48,55.56,66.67,30.91,28.57,0.00,0.00,0.00,-
1454,曾靖允,1467,50.00,-,50.00,55.56,0.00,28.57,100.00,62.50,50.00,33.33,50.00,-,50.00,-
1455,王慈甦,1468,47.10,40.38,51.02,48.59,36.36,46.85,60.00,71.76,17.39,57.14,0.00,-,-,100.00
1456,沈宣辰,1469,35.90,40.00,36.36,36.36,40.00,40.63,16.67,55.00,16.67,53.85,50.00,0.00,-,0.00
1457,林子鈞,1470,0.00,0.00,0.00,0.00,-,0.00,-,0.00,0.00,0.00,-,-,-,-
1458,林軒安,1471,57.14,33.33,57.89,55.00,100.00,51.43,85.71,64.71,31.25,40.00,50.00,100.00,20.00,-
1459,楊詠新,1472,60.29,75.00,59.32,58.06,83.33,59.32,66.67,84.00,48.84,54.76,40.00,50.00,66.67,0.00
1460,潘又嘉,1473,42.86,-,42.86,42.11,50.00,42.86,42.86,53.33,14.29,55.00,66.67,0.00,50.00,-
1461,黃彥鈞,1474,57.14,60.00,56.76,59.46,40.00,60.53,25.00,92.31,47.06,57.69,40.00,0.00,75.00,-
1462,黃子昇,1475,52.17,100.00,47.62,52.38,50.00,57.14,44.44,52.38,50.00,56.00,100.00,-,100.00,-
1463,曾采婕,1477,61.54,66.67,60.87,70.00,33.33,58.33,100.00,63.64,50.00,57.14,50.00,-,20.00,-
1464,黃凱麗,1478,37.04,25.00,39.13,37.04,-,37.04,-,60.00,9.09,50.00,50.00,-,0.00,-
1465,余苃彊,1479,30.00,100.00,22.22,22.22,100.00,37.50,0.00,25.00,0.00,37.50,0.00,-,-,-
1466,陳奎銨,1480,67.86,100.00,65.38,76.00,0.00,65.22,80.00,65.22,50.00,66.67,16.67,50.00,60.00,100.00
1467,高冠閔,1481,27.27,0.00,30.00,30.00,0.00,28.57,25.00,25.00,25.00,41.67,50.00,-,-,-
1468,陳彥璋,1482,25.00,-,25.00,0.00,100.00,33.33,0.00,-,-,25.00,-,-,-,-
1469,黃奕維,1483,63.89,33.33,66.67,64.62,57.14,63.49,66.67,80.00,64.79,48.72,80.00,50.00,71.43,100.00
1470,姜禹萱,1484,62.50,100.00,57.14,57.14,100.00,71.43,0.00,66.67,50.00,71.43,-,-,0.00,-
1471,鄭淇允,1485,46.88,47.37,46.05,46.07,50.00,44.30,56.25,60.00,37.04,48.65,0.00,50.00,0.00,-
1472,莊凡逸,1486,71.43,-,71.43,76.92,0.00,80.00,50.00,100.00,69.23,62.50,100.00,100.00,0.00,-
1473,陳子明,1487,68.42,100.00,66.67,72.22,0.00,73.33,50.00,70.59,66.67,50.00,100.00,-,100.00,-
1474,謝佑謙,1488,60.71,50.00,61.11,61.11,50.00,57.50,68.75,61.54,50.00,54.05,75.00,50.00,66.67,-
1475,陳昇諺,1489,73.33,-,73.33,71.43,100.00,66.67,100.00,83.33,63.64,62.50,-,-,-,-
1476,陳星瑜,1490,45.54,40.00,47.83,47.13,38.46,49.15,41.46,51.43,43.08,47.89,53.85,16.67,61.54,0.00
1477,吳宥群,1491,30.00,33.33,29.41,35.29,0.00,31.58,0.00,33.33,25.00,0.00,-,-,-,0.00
1478,陳翊華,1492,93.33,100.00,92.86,92.86,100.00,90.91,100.00,83.33,100.00,85.71,-,-,-,-
1479,林良駿,1493,14.71,11.11,16.67,15.63,0.00,13.33,33.33,22.22,7.14,40.91,50.00,0.00,-,-
1480,郭紓妍,1494,54.17,66.67,54.55,50.00,100.00,54.17,54.17,63.64,45.16,53.33,100.00,40.00,50.00,-
1481,張淮閔,1495,72.22,100.00,64.29,75.00,50.00,70.59,100.00,71.43,75.00,50.00,-,-,-,-
1482,林宥均,1496,58.33,0.00,70.00,70.00,0.00,66.67,50.00,-,58.33,100.00,0.00,100.00,0.00,-
1483,朱羽雯,1497,50.00,-,50.00,60.00,0.00,40.00,100.00,50.00,-,50.00,-,-,-,-
1484,曾睿彬,1498,64.00,100.00,62.50,65.22,50.00,65.00,60.00,76.92,42.86,42.86,100.00,-,66.67,100.00
1485,MENSON,1499,78.95,100.00,76.47,78.95,-,75.00,100.00,78.57,80.00,77.78,0.00,-,0.00,100.00
1486,李妍叡,1500,42.86,25.00,45.83,36.00,100.00,37.50,50.00,0.00,44.44,45.83,100.00,0.00,0.00,-
1487,許宸一,1501,51.02,0.00,55.56,48.89,75.00,48.84,66.67,55.81,29.41,53.85,0.00,-,71.43,33.33
1488,唐晟恩,1502,86.96,100.00,85.71,88.89,80.00,88.89,80.00,92.86,80.00,81.82,50.00,-,-,100.00
1489,莊鈞傅,1503,55.56,40.00,57.89,56.79,50.00,60.00,41.18,70.00,52.24,46.67,66.67,66.67,50.00,-
1490,張瑋仁,1504,27.27,0.00,37.50,33.33,0.00,12.50,66.67,20.00,0.00,36.36,0.00,-,-,-
1491,郭庭熏,1505,63.20,54.55,64.60,62.61,70.00,63.81,60.00,90.00,63.11,50.00,88.89,66.67,54.55,-
1492,謝明宇,1506,58.70,50.00,59.09,59.09,50.00,57.50,66.67,62.79,0.00,50.00,50.00,66.67,0.00,-
1493,賴承佑,1507,25.00,-,25.00,25.00,-,33.33,0.00,25.00,-,25.00,-,-,-,-
1494,梁儀暄,1508,51.85,50.00,52.17,52.17,50.00,47.06,62.50,100.00,50.00,45.45,66.67,-,-,-
1495,劉宣楷,1509,55.56,100.00,53.33,58.33,0.00,56.00,53.85,60.00,44.44,51.28,16.67,33.33,85.71,50.00
1496,楊智皓,1510,68.42,-,68.42,75.00,33.33,72.22,0.00,73.33,62.50,58.33,100.00,0.00,-,-
1497,郭宇樂,1511,48.89,50.00,47.62,50.00,33.33,47.22,55.56,52.78,38.89,50.00,28.57,-,50.00,0.00
1498,林霈軒,1512,54.55,85.71,46.15,56.67,33.33,47.83,70.00,65.00,41.67,44.44,33.33,-,100.00,100.00
1499,鄭昭宇,1513,26.40,32.26,24.48,26.49,20.00,25.66,25.00,31.13,17.65,48.34,16.67,50.00,12.50,0.00
1500,丁尹茗,1514,58.89,66.67,58.33,62.82,33.33,60.56,52.63,60.76,41.67,50.82,64.29,75.00,62.50,-
1501,趙晨亘,1515,60.61,100.00,58.06,63.33,33.33,60.00,66.67,60.00,57.14,50.00,25.00,100.00,16.67,100.00
1502,吳宜鍇,1516,50.88,0.00,51.79,51.92,40.00,56.10,37.50,60.00,50.98,45.45,50.00,100.00,36.36,100.00
1503,蔡雅涵,1517,52.99,20.00,56.60,50.00,76.92,53.47,50.00,66.67,53.51,50.68,12.50,100.00,42.86,0.00
1504,柯沅昕,1518,80.00,-,80.00,80.00,-,75.00,100.00,83.33,66.67,57.14,100.00,100.00,-,-
1505,藍楷甯,1519,50.00,-,50.00,50.00,-,50.00,50.00,50.00,-,50.00,-,-,50.00,-
1506,陳科霖,1520,30.56,66.67,27.27,28.13,50.00,23.08,50.00,33.33,14.29,47.62,0.00,-,-,-
1507,黄子珆,1521,22.22,-,22.22,22.22,-,-,22.22,22.22,-,14.29,0.00,-,-,-
1508,李曼聿,1522,20.00,-,20.00,14.29,100.00,23.08,0.00,33.33,18.18,37.50,0.00,-,50.00,0.00
1509,林已策,1523,40.91,10.00,44.07,41.94,25.00,40.91,40.91,52.94,30.67,48.74,41.67,33.33,54.55,50.00
1510,劉筱云,1524,57.14,-,57.14,50.00,100.00,57.14,-,75.00,33.33,57.14,-,-,-,-
1511,施宜伶,1525,56.52,100.00,54.55,57.89,50.00,57.14,55.56,57.89,50.00,46.67,0.00,50.00,50.00,100.00
1512,林憶歆,1526,23.53,14.29,26.92,21.88,50.00,20.00,50.00,26.92,12.50,48.28,-,33.33,0.00,-
1513,黃柏達,1527,76.92,100.00,72.73,73.91,100.00,84.21,57.14,100.00,73.91,57.14,33.33,-,71.43,100.00
1514,李淑貞,1528,50.00,60.00,46.67,50.00,-,41.18,100.00,72.73,25.00,52.94,50.00,0.00,-,-
1515,冷鎬辰,1529,45.89,16.67,47.48,46.48,25.00,48.08,40.48,52.87,37.68,51.64,30.77,53.85,46.67,100.00
1516,丁裕恩,1531,66.67,-,66.67,66.67,-,66.67,-,66.67,33.33,60.00,-,-,100.00,-
1517,王朝生(新北),1532,23.53,26.09,22.22,25.84,11.11,24.72,22.22,42.11,13.11,-,-,-,-,-
1518,施竣騰,1533,51.35,0.00,52.78,51.52,50.00,55.00,47.06,51.35,100.00,51.61,75.00,50.00,66.67,-
1519,江明錦,1534,100.00,-,100.00,100.00,-,100.00,100.00,100.00,100.00,100.00,-,-,-,-
1520,張倞齊,1535,30.84,44.44,27.59,29.29,50.00,30.12,31.82,53.85,7.55,47.27,40.00,-,28.57,0.00
1521,陳楷諺,1536,100.00,-,100.00,100.00,-,100.00,100.00,100.00,100.00,100.00,-,-,-,-
1522,薛宏辰,1537,72.73,0.00,80.00,70.00,100.00,77.78,50.00,85.71,60.00,50.00,100.00,0.00,-,-
1523,簡鈺展,1538,34.21,20.00,36.36,39.39,0.00,30.30,60.00,54.55,34.48,48.65,33.33,-,-,100.00
1524,林楷苓,1539,50.00,-,50.00,50.00,-,60.00,0.00,0.00,60.00,60.00,0.00,-,-,-
1525,林慶昌,1540,60.00,100.00,50.00,60.00,-,60.00,-,-,60.00,75.00,0.00,-,-,-
1526,陳奕豪,1541,45.31,41.18,47.83,45.00,66.67,45.16,100.00,65.38,32.43,52.00,50.00,-,50.00,0.00
1527,李志仁,1542,32.70,43.24,30.06,32.65,33.33,31.28,50.00,58.82,7.62,50.22,13.33,0.00,6.67,0.00
1528,張珮庭,1543,66.67,33.33,71.43,66.67,66.67,66.67,66.67,90.91,50.00,66.67,100.00,0.00,62.50,0.00
1529,陳祈安,1544,44.26,50.00,43.64,40.00,83.33,40.43,57.14,52.94,11.11,48.21,62.50,33.33,100.00,-
1530,黃建融,1545,56.52,41.67,60.26,58.75,41.67,60.53,37.50,71.43,58.62,51.67,50.00,0.00,80.00,0.00
1531,簡聖恩,1546,35.81,43.75,34.85,34.75,57.14,36.59,32.00,51.72,27.08,49.32,71.43,14.29,18.18,0.00
1532,李華迅,1547,100.00,-,100.00,100.00,100.00,100.00,-,100.00,100.00,100.00,-,100.00,-,-
1533,顏岑珉,1548,31.03,0.00,34.62,30.77,33.33,33.33,27.27,30.77,30.00,52.94,-,0.00,33.33,-
1534,李豐杰,1549,81.82,-,81.82,80.00,100.00,84.62,77.78,81.82,100.00,69.23,-,-,-,-
1535,張詠晴,1550,51.85,66.67,51.02,48.94,66.67,48.00,53.57,64.86,18.75,52.00,50.00,100.00,50.00,-
1536,陳則翰,1551,72.09,100.00,68.42,72.50,66.67,70.59,77.78,75.86,62.50,54.55,0.00,-,60.00,100.00
1537,陳奕佑,1552,43.86,33.33,44.87,44.38,36.36,44.08,42.11,61.25,35.51,48.70,54.55,50.00,66.67,0.00
1538,陳彥廷,1553,77.78,50.00,85.71,77.78,-,75.00,100.00,81.82,85.71,66.67,-,100.00,100.00,-
1539,簡子堯,1554,66.67,100.00,64.29,66.67,-,66.67,66.67,40.00,80.00,57.14,-,-,0.00,-
1540,沈祐祥,1555,80.77,100.00,79.17,78.26,100.00,80.77,-,81.82,85.71,68.75,100.00,-,100.00,-
1541,劉睿展,1556,61.54,0.00,63.16,64.71,40.00,58.06,75.00,64.71,70.59,56.00,80.00,-,66.67,-
1542,黃宥綺,1557,55.74,50.00,55.36,55.93,50.00,70.37,44.12,63.64,48.72,47.37,57.14,-,60.00,0.00
1543,陳博越,1558,70.37,-,70.37,68.18,80.00,76.19,50.00,75.00,25.00,62.50,66.67,-,0.00,-
1544,柯善研,1559,64.71,100.00,60.00,64.71,-,66.67,60.00,69.23,66.67,61.54,-,-,0.00,-
1545,黃于哲,1560,50.00,100.00,42.86,66.67,0.00,40.00,66.67,60.00,33.33,40.00,0.00,-,-,-
1546,李東岳,1561,41.94,33.33,43.75,43.86,0.00,39.22,50.00,67.86,20.59,41.18,0.00,0.00,0.00,-
1547,陳威廷,1562,86.67,100.00,85.71,84.62,100.00,85.71,100.00,85.71,87.50,66.67,-,-,100.00,-
1548,林宥鎔,1563,53.85,100.00,52.00,52.00,100.00,57.89,42.86,44.44,75.00,57.14,28.57,-,50.00,0.00
1549,彭羽均,1564,60.00,100.00,50.00,50.00,100.00,62.50,50.00,62.50,33.33,57.14,50.00,-,-,-
1550,楊麗卿,1565,69.23,100.00,66.67,66.67,100.00,70.00,66.67,100.00,66.67,66.67,-,-,50.00,-
1551,張子元,1566,25.00,100.00,14.29,25.00,-,25.00,-,40.00,0.00,50.00,-,-,-,-
1552,陳宜璟,1567,56.86,33.33,59.57,51.16,87.50,54.05,64.29,75.00,51.43,45.95,66.67,100.00,100.00,-
1553,謝宜明,1568,33.33,0.00,40.00,20.00,100.00,50.00,0.00,0.00,40.00,33.33,-,-,-,-
1554,李宗祐,1569,55.26,50.00,56.10,55.81,50.00,56.02,50.00,64.15,47.96,50.79,44.44,66.67,30.00,25.00
1555,郭瑞恩,1570,53.33,66.67,53.85,59.26,0.00,50.00,62.50,50.00,16.67,47.83,66.67,-,66.67,50.00
1556,呂琇瑩,1571,50.30,64.52,46.83,49.66,50.00,49.33,54.55,79.63,34.58,50.00,20.00,33.33,50.00,0.00
1557,趙曉曙,1572,37.50,-,28.57,37.50,-,-,37.50,40.00,33.33,40.00,0.00,100.00,0.00,-
1558,呂國華,1573,66.67,100.00,63.64,63.64,100.00,63.64,100.00,66.67,62.50,100.00,50.00,0.00,0.00,-
1559,張曉翔,1574,45.83,40.00,47.06,40.00,66.67,40.91,100.00,75.00,26.67,33.33,-,-,0.00,0.00
1560,林樂霏,1575,37.50,-,37.50,37.50,-,46.15,0.00,55.56,12.50,56.52,-,-,-,-
1561,陳威寶,1576,67.06,75.00,66.23,66.67,75.00,66.67,71.43,78.26,56.10,52.08,62.50,50.00,80.00,50.00
1562,劉辰翊,1577,62.93,40.00,63.96,61.47,85.71,65.38,41.67,70.37,58.57,50.75,61.54,100.00,50.00,50.00
1563,楊子儀,1578,88.89,100.00,87.50,88.89,-,87.50,100.00,50.00,100.00,88.89,-,-,-,-
1564,吳亞璇,1579,81.82,0.00,83.87,80.00,100.00,83.33,80.00,100.00,79.31,87.50,-,-,50.00,-
1565,呂志明,1580,54.10,66.67,54.39,54.24,50.00,53.85,55.56,61.11,53.33,50.00,60.00,-,0.00,-
1566,蕭孟麟,1581,69.05,25.00,72.97,70.27,60.00,71.43,57.14,85.71,64.29,47.62,33.33,-,100.00,100.00
1567,李忻羽,1582,58.75,85.71,56.16,60.29,50.00,56.45,66.67,67.35,44.44,51.85,55.56,60.00,75.00,100.00
1568,陳軍,1583,58.33,0.00,70.00,54.55,100.00,50.00,75.00,100.00,50.00,44.44,100.00,-,-,-
1569,顏于哲,1584,82.14,100.00,80.77,80.77,100.00,76.47,90.91,90.91,73.68,66.67,75.00,-,66.67,-
1570,謝汶諭,1585,36.17,40.00,35.71,36.36,33.33,27.03,70.00,62.50,8.70,53.66,66.67,-,14.29,-
1571,詹翊智,1586,51.28,42.86,53.13,50.00,100.00,45.16,75.00,60.00,25.00,56.00,25.00,0.00,57.14,0.00
1572,陳裕翔,1587,40.00,-,40.00,25.00,100.00,33.33,100.00,40.00,25.00,54.55,-,-,0.00,-
1573,洪翊展,1588,28.00,60.00,24.44,27.66,33.33,28.57,25.00,28.21,34.78,49.06,40.00,25.00,33.33,0.00
1574,吳曼殊,1589,48.48,0.00,50.79,49.21,33.33,43.24,55.17,50.00,0.00,48.84,50.00,66.67,36.36,-
1575,林鈺婕,1590,0.00,0.00,0.00,0.00,-,0.00,-,0.00,-,0.00,-,-,0.00,-
1576,徐瑞廷,1591,57.14,-,57.14,57.14,-,57.14,-,83.33,44.44,50.00,0.00,-,0.00,-
1577,曾鈺雯,1592,56.52,0.00,59.09,55.81,66.67,51.72,64.71,66.67,55.56,56.67,71.43,100.00,16.67,0.00
1578,林昕宥,1593,75.00,100.00,71.43,83.33,50.00,83.33,50.00,-,-,66.67,100.00,100.00,-,-
1579,李旻霏,1594,20.00,100.00,16.67,22.73,0.00,20.00,20.00,22.73,0.00,48.00,28.57,-,0.00,0.00
1580,彭苡芮,1595,60.61,66.67,60.32,63.79,37.50,57.78,66.67,72.97,44.12,46.43,27.27,0.00,60.00,-
1581,張皓荃,1596,77.27,-,77.27,75.00,100.00,75.00,100.00,-,77.27,61.54,100.00,100.00,-,-
1582,廖宸嶢,1597,43.96,47.62,43.75,43.20,53.85,44.10,42.86,61.22,39.61,51.95,37.50,0.00,30.77,0.00
1583,馬思樂,1598,54.12,66.67,53.16,55.84,37.50,58.04,33.33,57.14,53.66,50.00,63.64,12.50,62.50,-
1584,李哲銓,1599,65.38,0.00,68.00,69.57,33.33,59.09,100.00,64.00,57.14,55.00,100.00,100.00,100.00,-
1585,張之凱,1600,62.50,57.14,62.50,66.67,40.00,61.11,60.00,71.43,44.44,80.00,-,100.00,-,-
1586,史丹沂,1601,15.38,0.00,16.67,8.33,100.00,8.33,100.00,18.18,0.00,36.36,0.00,0.00,0.00,0.00
1587,林書薇,1602,60.00,66.67,58.33,60.00,-,55.56,66.67,62.50,50.00,62.50,-,100.00,-,-
1588,黃敏晉,1603,85.71,-,85.71,85.71,-,90.91,66.67,50.00,91.67,87.50,100.00,100.00,0.00,-
1589,張文誌,1604,36.92,20.00,38.33,38.98,16.67,30.00,60.00,33.33,38.18,47.95,83.33,100.00,0.00,-
1590,吳晨熙,1605,29.51,40.00,29.31,26.79,60.00,28.71,33.33,33.33,11.11,50.00,28.57,50.00,30.00,50.00
1591,吳志男,1606,72.73,100.00,77.78,75.00,66.67,71.43,75.00,85.71,66.67,60.00,100.00,-,-,0.00
1592,柯喬恩,1607,57.41,0.00,59.62,60.00,25.00,51.52,66.67,58.49,50.00,52.38,88.89,-,50.00,-
1593,張建邦,1608,70.63,75.00,69.72,70.00,83.33,71.17,66.67,73.73,14.29,51.85,63.64,66.67,63.64,100.00
1594,王莛皓,1609,28.47,0.00,31.45,29.84,15.38,25.00,44.00,40.63,23.48,48.39,18.18,28.57,27.27,-
1595,黃良岓,1610,73.33,100.00,83.33,84.62,0.00,70.00,100.00,91.67,0.00,100.00,-,-,-,-
1596,葉明芫,1611,67.57,33.33,70.59,66.67,100.00,65.71,100.00,70.00,50.00,50.00,100.00,-,75.00,100.00
1597,沈致承,1612,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,-,100.00,100.00
1598,王子昱,1613,71.43,-,71.43,66.67,100.00,72.73,66.67,76.92,50.00,72.73,-,-,100.00,-
1599,黃建傑,1614,47.27,75.00,44.90,42.22,66.67,41.03,60.00,52.50,30.77,50.00,0.00,50.00,-,-
1600,鄭群儒,1615,32.26,66.67,28.57,35.71,0.00,34.62,20.00,50.00,7.69,36.36,-,-,-,-
1601,石岱承,1616,100.00,100.00,100.00,100.00,-,100.00,-,100.00,100.00,100.00,-,-,-,-
1602,顧博允,1617,52.38,40.00,54.05,52.50,50.00,48.65,80.00,56.52,52.38,51.72,50.00,0.00,0.00,100.00
1603,張哲崙,1618,44.44,42.86,43.75,42.62,54.55,40.35,60.00,66.67,25.00,50.00,60.00,0.00,33.33,100.00
1604,楊淞雅,1619,40.98,33.33,41.59,42.59,28.57,44.44,26.09,54.69,23.33,49.09,57.14,20.00,40.00,100.00
1605,黃千碩,1620,46.56,40.00,45.63,45.69,28.57,43.69,50.00,67.80,23.44,46.15,40.00,50.00,33.33,0.00
1606,鄧勝卿,1621,42.86,0.00,46.15,46.15,0.00,46.15,0.00,50.00,33.33,53.33,-,-,50.00,-
1607,楊家森,1622,85.71,100.00,83.33,85.71,-,85.71,-,100.00,100.00,83.33,100.00,-,100.00,-
1608,洪子晉,1623,62.12,61.54,62.18,61.06,68.42,61.06,68.42,68.42,59.76,51.16,57.14,0.00,50.00,25.00
1609,俞建瑞,1624,36.84,0.00,43.75,43.75,0.00,41.18,0.00,50.00,16.67,45.45,-,-,0.00,-
1610,呂貴茹,1625,100.00,100.00,100.00,100.00,-,100.00,-,100.00,-,100.00,-,-,100.00,-
1611,楊東叡,1626,54.55,100.00,52.83,52.83,100.00,50.00,66.67,69.70,32.00,45.95,50.00,50.00,50.00,-
1612,高藝嘉,1627,68.57,70.00,68.33,70.31,50.00,70.37,62.50,71.43,65.22,56.67,100.00,-,33.33,-
1613,杜明倫,1628,36.21,14.29,40.00,35.29,42.86,40.00,12.50,48.00,32.43,50.00,0.00,0.00,0.00,-
1614,鍾涵香,1629,29.11,40.00,28.77,31.51,0.00,33.33,22.58,40.00,17.02,47.37,50.00,0.00,11.11,0.00
1615,王宇勤,1630,40.00,0.00,45.45,33.33,75.00,45.00,20.00,50.00,27.27,50.00,25.00,-,50.00,0.00
1616,黃冠華,1631,80.33,80.00,80.36,78.18,100.00,81.48,71.43,81.82,80.36,68.97,75.00,0.00,0.00,100.00
1617,鄭立楷,1632,47.48,16.67,48.48,49.18,35.29,52.68,25.93,56.00,44.83,48.28,40.00,50.00,55.56,25.00
1618,高裕凱,1633,71.43,66.67,71.43,70.49,100.00,75.47,50.00,55.56,76.27,48.00,75.00,0.00,62.50,100.00
1619,陳旻德,1634,55.56,100.00,50.00,55.56,-,-,55.56,40.00,66.67,66.67,-,0.00,100.00,-
1620,謝伊晨,1635,45.45,0.00,50.00,45.45,-,37.50,66.67,60.00,28.57,16.67,-,-,100.00,0.00
1621,吳芊豫,1636,64.00,50.00,65.22,65.00,60.00,63.64,66.67,80.00,53.33,54.55,100.00,-,40.00,0.00
1622,洪肇澤,1637,50.00,66.67,47.62,50.00,50.00,58.82,28.57,50.00,50.00,54.55,0.00,-,0.00,-
1623,陳言丞,1638,57.89,83.33,54.90,56.60,75.00,56.86,66.67,75.00,48.48,57.14,33.33,100.00,33.33,-
1624,張原熙,1639,38.46,-,38.46,41.67,0.00,40.00,33.33,45.45,0.00,50.00,100.00,0.00,100.00,-
1625,彭偊涵,1640,52.63,50.00,52.94,58.82,0.00,57.14,50.00,50.00,62.50,61.54,0.00,-,0.00,-
1626,趙翊喬,1641,75.00,-,75.00,75.00,-,-,75.00,-,-,66.67,75.00,-,50.00,-
1627,劉洱昇,1642,15.38,33.33,11.11,16.67,-,11.11,33.33,50.00,0.00,0.00,0.00,-,100.00,-
1628,許寅脩,1643,43.01,44.44,42.17,42.86,44.44,39.76,70.00,54.55,37.50,51.56,20.00,0.00,75.00,0.00
1629,游昀天,1644,60.71,100.00,56.00,59.26,100.00,58.82,63.64,66.67,42.86,66.67,0.00,0.00,100.00,100.00
1630,林品亨,1645,42.42,57.14,38.10,37.93,100.00,38.46,60.00,84.62,11.11,0.00,-,0.00,100.00,-
1631,胡芸菲,1646,44.44,-,44.44,44.44,-,20.00,75.00,37.50,100.00,42.86,-,-,-,-
1632,翁楷宸,1647,88.89,100.00,85.71,100.00,0.00,83.33,100.00,100.00,75.00,76.92,-,-,-,-
1633,陳重心,1648,32.08,16.67,33.33,30.00,50.00,27.27,50.00,37.14,17.65,40.00,50.00,-,-,0.00
1634,靖諴,1649,85.71,100.00,83.33,90.00,0.00,82.35,100.00,100.00,85.00,66.67,-,-,66.67,100.00
1635,戴志炘,1650,50.00,33.33,57.14,50.00,-,62.50,0.00,44.44,100.00,28.57,-,-,-,-
1636,楊舜閔,1651,53.57,80.00,50.98,55.10,42.86,54.17,50.00,52.17,46.15,52.50,50.00,0.00,25.00,0.00
1637,施焜耀,1652,40.00,50.00,38.89,38.89,50.00,35.29,66.67,35.71,44.44,46.15,80.00,0.00,0.00,50.00
